words,polarity
maclean,0.438450621
historians,0.264447409
diabolical,-0.565293841
passive,0.148471127
capt,0.646160103
bash,-0.292684145
heart-warming,1.846206396
rehearsal,-0.019574431
criminally,-0.18128793
suggestive,0.359763314
billion,-0.745713908
hungarian,0.390810712
atomic,-0.189481772
revelations,0.212438543
amok,-0.613277912
profit,-0.259470289
mocking,-0.490647345
proverbial,-0.180820373
societies,0.73035578
thankful,0.073388987
outrage,-0.323240035
gifts,0.595701646
borderline,-0.514465665
marquis,0.834019039
regal,1.058323842
duties,0.65697419
kerr,0.862735358
noah,0.633231731
full-length,0.316979598
stoic,0.676015898
listing,-0.505113729
shack,-0.544336813
association,0.1200876
longtime,0.678091336
garcia,0.423280116
existent,-2.096219568
adopt,0.181462153
kiddie,-0.604495612
choreographer,0.128475226
betrays,-0.187650159
good-natured,0.865430834
witless,-2.031764988
haha,-0.232871701
alternately,0.297487522
documents,0.717003637
shrink,-0.225716782
foch,0.725075193
stimulating,0.443302312
converted,0.043641369
daisies,1.113820704
liza,1.225250591
overt,0.317348309
stepped,0.053631321
vanishing,0.441715705
eliminate,-0.03626171
virtues,0.320708835
monstrosity,-2.555666388
drivers,-0.132717901
regain,0.30943771
casted,0.543904758
nuance,0.477722005
dane,-0.17792227
trelkovsky,2.592433557
cambodia,0.784048634
grounded,0.723380195
societal,0.974631499
sans,-0.305375945
indifference,0.142648063
undertones,0.468220592
plotted,0.091233734
renoir,1.471182117
kei,2.183691692
finch,0.999946615
floors,-0.351688223
downside,1.218111048
paperhouse,1.246425936
sacred,0.252372132
compound,-0.306189629
underused,-0.189306273
nerds,-0.609102894
shootings,-0.102955474
presumed,-0.241605253
operas,-0.348702582
sheila,0.38291998
interpreted,0.879738682
colourful,0.96406364
stills,-0.004100059
caroline,0.587146802
snappy,0.724224255
malcolm,0.480724968
camps,0.59160381
crop,0.028500145
reception,0.390659694
overnight,-0.151624136
booze,0.016598365
voters,-0.401283362
praying,-0.973160274
nuns,0.226574266
oddball,0.520320428
exhibit,-0.332722129
cleveland,0.271603579
anchor,0.267394227
unrated,0.047285874
fireworks,0.039159965
gesture,0.487874699
achieving,0.53256653
clumsily,-1.362671153
townspeople,0.393561581
flee,0.167948862
two-dimensional,-1.112192748
goo,-0.876691777
holden,1.230860448
werner,0.790102192
recalls,0.871487198
soles,1.633924535
orphanage,0.570595028
chairman,0.180664538
fantastically,1.432217707
exposing,0.160164804
shakes,-0.317850015
iceberg,-0.37271465
addressing,0.314264932
prototype,0.165313264
jackass,-0.387619999
schemes,0.486000247
episodic,0.154313737
woven,1.624113386
norma,1.355728361
keyboard,-1.188992701
chore,-1.680867281
shouts,-0.399394497
argento,0.506197228
piper,0.466430666
forum,0.090725382
risks,0.829291637
insulted,-2.094812754
holidays,0.58088751
throwaway,-0.598411496
darkest,1.513108306
ewan,0.535017145
mortensen,0.887710145
unborn,0.347402575
butterfly,0.026113244
brits,-0.290150846
illustrates,1.225810827
confirm,-0.270143897
showtime,-0.041132735
partial,0.280396819
gardner,0.473078078
shue,-0.027420926
aristocrat,0.709666854
weirdo,-0.863422667
townsend,-0.019797533
slow-moving,-0.653855371
wellington,0.171051864
affections,0.830810574
leopold,0.911920712
hating,-0.221640169
exudes,1.214593786
streak,0.335509729
stir,0.193863498
universally,0.114722002
spectrum,0.612581365
employ,-0.30163824
locks,-0.160750422
stripped,-0.222916094
skywalker,0.651790325
november,0.886359747
crook,0.710280408
expertise,0.359132822
blink,0.107094211
babysitter,-0.549969576
bryan,0.442534727
positions,0.187870373
blaine,1.463491424
fernando,1.084680069
tremors,0.122142109
venezuela,-0.318773286
requisite,-0.254653644
telly,-0.21078768
monumental,0.187789299
kinky,-0.168875256
krishna,0.838045862
allegedly,-0.728576116
poppins,-0.032574434
hes,-0.001104305
supplies,0.430333788
veronica,0.995524451
comic-book,0.144019026
munchies,-0.756699742
primal,0.746276366
hiring,-0.982210267
hockey,0.124264734
ideology,0.27539724
flamenco,0.089370879
polite,-0.066568309
gaining,0.526091354
willem,0.203877357
bathing,-0.319644505
underdog,0.614045589
sorta,-0.407021774
rigid,0.331445858
eponymous,0.320533986
smitten,0.697323386
drums,-0.018538445
retain,0.364172462
variations,0.210246419
mischievous,0.857482688
technological,0.408355715
hurting,-0.04118358
topped,0.408891246
dripping,-0.267224793
unimpressive,-1.589319692
siege,-0.084636857
endured,-0.43802877
surrogate,0.61259321
practicing,-0.115234358
disgruntled,-0.201814673
oriental,-0.078866266
beau,0.183050316
nana,0.392584207
wolverine,0.30394058
miracles,0.440628346
wondrous,1.572707913
greta,0.961298218
gym,-0.062920026
offerings,0.174462814
emerged,0.513334009
matching,0.324133006
grips,1.087919991
phyllis,0.701485071
adapting,0.289671517
kentucky,-0.060047383
misfire,-1.554355415
til,-0.031348129
extremes,0.471836908
gamut,0.416215953
harmony,0.961712042
atwill,0.344528128
draft,-0.568037674
tigerland,0.707747485
desolate,0.831424487
lam,0.78517279
lap,-0.296039294
nielsen,-0.237063776
albums,0.50763808
capsule,0.15364205
mining,0.381082526
kermit,0.838827923
shadowy,0.404368825
outta,-0.015761637
planets,0.206512856
edits,-0.379036597
celebrating,0.1446419
strangest,0.475690993
ferry,-0.336437788
wallach,0.277689158
patch,-0.378149308
irs,0.779646255
b-grade,-1.102475291
enthralled,1.424548176
sealed,0.112038442
ensuing,0.374421867
transferred,0.430741909
exposes,0.874658292
competing,0.24883681
yourselves,-0.897459332
unfinished,-0.152027638
kisses,-0.012542425
turgid,-2.061742964
romano,-0.192389269
mercilessly,-0.226778909
sullavan,1.512752058
it'd,-0.593260097
exceedingly,0.131176287
hagar,1.083913662
ppv,0.057677114
tanks,-0.425724992
trent,0.406510033
spaces,0.501929215
high-school,-0.795597448
balcony,0.099128503
menu,-0.521570353
bonham,0.705234907
redeemed,-0.254387534
halt,-0.527154194
decapitated,-0.577636313
stealth,-0.809953463
eustache,3.559997091
slash,-0.576546349
rub,-0.506542713
approval,0.151526223
olympia,0.919169251
olympic,0.357743953
aspirations,0.378091653
orgy,-0.813016622
decoration,0.558655361
roeg,0.88613813
bullying,0.333190714
raft,0.483664221
over-acting,-1.225207976
faux,-0.925451155
bake,-0.305618113
bava,0.380187756
librarian,0.301399976
capitalize,-1.240576033
inch,-0.200122095
stable,0.312609506
skimpy,-0.950358816
wicker,-1.0329994
frenchman,0.037238135
di,0.518687247
voting,-0.678374304
wb,-0.077380647
mutated,-0.79426115
hilliard,1.500639179
hayden,0.253633336
banana,-0.490478479
costner,0.16559441
rumors,0.517686345
somber,0.853493855
aunts,1.541521021
council,0.143910895
amateurs,-1.434989027
radar,0.105413484
hubby,-0.377741849
ounce,-1.293888238
recreation,0.658695996
stud,-0.693277052
closeups,-0.695264075
insisted,-0.400868065
hunk,-0.718251602
apologies,-0.507782798
blessing,0.300463997
aims,-0.081709852
complains,0.078996144
abominable,-1.56518782
tepid,-1.513120975
holm,1.213257197
exhausted,0.054195527
weaves,2.01077845
sweetheart,0.663030612
charity,-0.368940901
gladly,0.183487581
misogynistic,-0.961073817
maya,0.329824077
michel,1.339285047
uniquely,1.296705628
interminable,-1.946592843
ashraf,1.107324151
answering,0.014981144
smallest,0.695909192
contacts,0.206578315
enlightenment,0.324852485
employs,0.436317117
punchline,-1.048244227
daft,-0.551163425
haired,-0.555587987
perfected,0.722778656
culminating,0.401671792
inheritance,0.199206345
masturbation,-1.11626225
talentless,-2.602723386
soulless,-1.28240063
hiv,0.093954229
unfairly,1.01836602
grail,0.292579518
slug,-0.619764487
sixteen,0.310335808
retrospect,0.191729938
crow,-0.416336037
wheels,-0.176427036
retains,1.110378938
shenanigans,-0.006252098
deception,0.431901817
coarse,0.500898321
yea,-0.996813399
rathbone,1.28415721
prevents,0.131268655
beta,-0.162838525
blends,1.928529647
preserved,0.687565705
lithgow,0.373176058
bathsheba,0.255792853
minions,-0.347330829
allied,0.631527124
owning,0.781400187
iowa,0.395053397
tasteful,0.682337713
resurrection,-0.250671145
instruments,0.360810281
jovi,-0.528549605
threats,0.271571644
dale,0.436667368
capshaw,-0.03243398
motif,0.237735118
currie,0.651606794
blinded,0.067657753
transcends,2.186685809
sync,-0.489654627
blaxploitation,-0.098303321
texture,0.877306834
botched,-0.781749797
bickering,-0.255183391
eddy,0.835102248
declares,0.085372664
interpret,0.772128366
indulge,-0.003849141
keeper,0.926832024
hardships,1.722814992
manufactured,-0.648026655
spreading,-0.012578832
attributed,0.127095924
kerry,0.349860578
options,0.033152588
amuse,-0.409339959
celie,2.088326507
unforgivable,-1.558868281
integrated,0.912858997
unsuccessful,-0.227032576
g-girl,0.015902738
amusingly,0.147939855
coincidences,-0.457669156
sabretooth,-0.665982283
spot-on,1.822358674
pbs,0.490127379
rabid,-0.424788331
outsider,0.820486027
binoche,0.504731965
calculated,-0.015814025
frenetic,0.384392503
boxes,-0.396244997
occurring,0.021022909
documented,0.298351285
story-telling,0.439059231
fairytale,0.821022293
winston,0.489665485
pokes,0.793164532
exaggeration,-0.201210766
eleanor,0.566015959
jaffar,1.733415094
opponent,0.567595385
wray,0.995303574
straw,-0.532984195
marvellous,1.850699264
arbitrary,-0.841554314
runtime,0.027061922
transform,0.263385833
gertrude,0.628467067
cassel,0.504946912
hickock,1.025612663
orchestral,0.540293551
secluded,0.010321706
winslet,0.854810045
canon,0.271839149
archie,0.988345516
consisting,-0.227412223
catastrophe,-0.861995225
gilligan,-0.668451298
sherry,0.609551131
addresses,1.057647072
pursues,0.500462749
allegory,0.696352019
zenia,-3.122125417
spears,-0.990115272
robbie,0.881684442
chains,-0.090334626
distributor,0.229708334
sybil,0.326295048
baffled,-0.770420361
abbott,0.525253095
raiders,0.315579265
downward,-0.219549772
fondness,0.329489672
manor,-0.061532764
walters,0.572831072
yikes,-1.564832972
set-pieces,0.176590426
excrement,-2.716455007
rooker,0.241121863
sleepwalkers,-0.668100241
implications,0.625184901
teamed,0.652975007
inspires,1.03992934
surpassed,1.430362598
offside,0.995473415
upsetting,0.239337813
sentiments,0.152429488
tomlinson,0.46377014
madly,0.340855308
evolve,0.352607219
dexter,1.37541888
milland,0.689372364
gadgets,0.015696816
insecure,0.428930162
abducted,-0.194004494
pullman,-0.119100014
assassins,0.051009701
therein,0.001167433
geeks,-0.101796851
summarize,-0.726836383
loudly,-0.589701453
integral,0.828200919
trumpet,0.227356283
housing,0.3616707
marginally,-1.300100406
recruits,0.38055258
giggles,-0.831872593
governor,0.563180006
overweight,-0.502044958
heritage,0.610312207
download,-0.751897852
baxter,0.83656634
bee,-0.092039068
transvestite,-0.210210459
neighbours,0.414119468
waterfall,-0.153571058
adelaide,0.266753795
checks,-0.199060066
patton,0.783027648
tenderness,1.927012672
bum,-0.263926774
opus,0.033597519
nell,0.31215203
om,0.974640576
hesitation,0.907201742
offspring,-0.182955987
warnings,-0.345463212
lent,0.050782079
infectious,1.292273747
commando,-0.296487911
bumps,0.499846281
ivy,-0.76909263
starving,-0.560502777
frye,0.619876387
ethics,0.702156161
competently,-0.441619494
staple,0.237475322
lili,0.497219877
outbreak,-0.227130471
singin,1.521082651
boyish,0.653914645
duncan,0.205631447
vacuous,-1.759170124
chang,1.256800601
neutral,0.153381722
uneducated,-0.824087271
graces,-0.793336168
waterfront,1.168699671
crispin,0.461660978
joyous,1.726645168
circumstance,0.473505618
intrusive,-0.239859687
hackenstein,-1.814229482
conceit,-0.617561464
bagdad,1.109820054
grieving,0.322118883
hilary,0.084612089
recognise,0.332237921
detracts,0.092453795
dreamed,0.724619094
turturro,0.618394099
mcgregor,0.41480278
elegance,1.172669575
opposing,0.587090001
ichi,0.96975341
denmark,0.150080609
ilk,-0.221087995
anniversary,1.004116224
registered,-1.246186153
connects,0.697115294
manchu,-0.69718402
stretching,-0.5899241
weissmuller,0.497205443
pronounced,0.053192246
coen,0.820678277
flood,-0.275645705
dench,0.523659733
galore,-0.162051754
alain,0.793993009
stalwart,0.588848893
conroy,0.617046086
nicky,0.741709104
dares,0.793413897
eggs,-0.267367491
locker,0.140986255
smashed,-0.546510478
guarded,-0.215693615
one-sided,-0.739439302
patterns,0.491471518
compares,0.517920644
lifelong,0.905813947
acquire,0.162466923
excesses,0.209734177
stunk,-2.686304141
outlook,1.163060341
tent,-0.45346939
wendt,0.169036341
warped,-0.02629432
yoda,0.345790495
bets,0.131323859
sheeta,3.593492365
hitchhiker,-0.174591399
cafe,0.640089019
actuality,-0.024387029
cyborgs,-0.755579638
chalk,-0.418304605
contrasting,1.253942869
reeks,-1.728116235
sterile,-0.457378633
marriages,0.559944104
travelling,0.269985784
skipped,-0.89976234
defines,0.988131767
megan,0.258260167
exhilarating,1.76088278
cos,-0.734268269
formidable,1.005886613
helm,0.294058813
promotion,-0.080607441
punished,-0.269714805
bathtub,-0.537274908
spawned,0.214754882
adored,0.89243948
deformed,-0.316892596
campers,-0.714512931
climatic,0.176436245
lambs,0.000729874
crummy,-1.458291199
digress,-0.265155744
savior,0.043445919
mismatched,-0.545146044
billie,0.738759229
drained,-0.014136043
surrealism,0.866176275
byrne,0.35270164
announces,0.202216459
freely,0.151362074
fulfilled,0.546135113
busted,-0.335065278
dakota,-0.216894268
resurrected,-0.139076302
oriented,0.543334332
beef,-0.352245809
robber,0.516158739
mcbain,0.41296495
circuit,0.036864832
awakens,0.511227967
renders,-0.370854295
co-workers,0.658689637
misfits,0.132696389
fiennes,0.532721083
gremlins,0.462259534
run-of-the-mill,-0.343077867
housewives,-0.287437088
notoriety,-0.05711527
prehistoric,-0.559578385
chimney,-0.130777402
shtick,-1.006084621
heiress,0.81971983
lordi,-2.354477699
hare,1.264687178
subconscious,1.244083465
hagen,1.36166303
bicycle,0.666497439
stray,0.222984854
pazu,3.686468331
positives,-0.928662136
jeep,-0.984364949
artful,0.496910902
unremarkable,-0.916205094
flea,0.460261755
erik,0.59174792
nanny,-0.05098947
ate,-0.757270369
unnamed,0.412111025
greats,1.050019697
differ,0.485671092
backing,-0.053904347
mantegna,0.467805183
accompany,0.444845091
mannered,0.255062924
rewind,-0.248362577
ranting,-0.961042027
astonished,0.485855135
thaw,1.171765982
hartman,0.803748113
solving,0.204712834
impressively,0.854719704
foley,0.523694352
historian,0.23710594
high-tech,-0.100447541
therapist,-0.023138842
maintained,0.660688004
raping,-0.723762345
postman,0.134267189
beery,1.31053343
devastated,0.520893122
observing,0.673065831
yahoo,0.287005234
venoms,2.152419057
congratulations,1.170997013
honour,0.671030482
zoo,-0.306651709
advertisement,-0.954073861
tricky,0.725694098
devgan,0.090911781
chow,0.857988353
houston,0.243427332
manos,-3.192907369
aristocratic,0.855856621
grandson,0.536447697
ex-con,0.565641959
cues,-0.078617405
effortless,1.092867787
story-line,-0.238194012
links,0.600432315
timed,0.397784705
humphrey,1.108319302
speaker,0.075031022
cassandra,-0.095173807
declared,0.19098283
dock,-0.200016378
plausibility,-0.694070296
subversive,0.504806147
incarnation,0.203415003
recommending,0.209276021
haim,-0.434170149
prints,0.310614352
aplomb,1.2967034
blurred,0.099606574
impersonation,-0.554069114
instructor,0.214701469
departments,-0.077200051
depalma,-0.459520327
wagon,0.140046157
hosts,0.139054233
carrier,-0.386755349
seduced,0.326590581
ada,1.167924904
pang,-0.041222076
sophomoric,-1.83558447
ck,-0.724129093
devious,0.654290369
geeky,-0.043444381
triad,0.754750771
shaq,-2.156258531
recognised,0.616612377
shapes,0.615971813
powerfully,1.916414409
tease,-0.393855765
enlightened,-0.072407741
allusions,0.408711384
environmental,-0.204025012
sherman,0.385163333
visitors,0.286392275
pinnacle,0.837746867
cowboys,0.486075881
amber,0.153158176
igor,0.138814569
commands,0.943147074
pressures,1.261392396
fineman,1.103124965
isabel,0.095592998
ivan,0.771893046
lowered,-1.049603094
hindsight,0.197432907
coincidentally,-0.145739523
perkins,0.612188607
palpable,1.330018038
jerks,-1.055993112
seberg,-0.115211353
stylistic,0.399493921
complexities,1.121401552
censored,0.126261326
prestigious,0.332219416
slob,-0.567170039
poignancy,1.278618579
distributors,-0.289922613
predicament,0.554626154
annoys,-0.858071832
gomez,0.477751478
benet,0.783779884
noticing,-0.3365495
declare,-0.112003925
danced,0.590043695
repertoire,0.019672391
raoul,1.227780707
plods,-1.7833586
math,-0.163631663
dripped,0.229512956
zoom,-0.956152307
superlative,1.840846067
nods,0.714817236
intimacy,1.1140078
all-star,0.447515438
rarity,1.737772971
ripley,0.517026996
pulse,-0.15737972
blending,1.321128744
posed,0.190718421
poking,-0.083629535
gerald,0.738816785
gossip,0.273327733
wrenching,1.879321093
ponder,0.505025778
shootouts,0.430020078
featurette,0.224101246
sordid,0.021087003
familiarity,0.833942146
measures,0.609577211
wrestlemania,1.18498076
restore,0.523015571
stakes,0.389649347
stepping,0.280438128
dial,-0.043356432
ranges,-0.119423428
marley,0.570460427
expressive,1.247902088
pesci,1.274391557
pianist,1.119719545
craziness,0.650971128
funds,-0.192063551
untalented,-2.509332844
premier,0.699333742
masquerading,-1.406212637
savini,0.400664145
intends,0.240891185
memoirs,0.665314554
occupation,0.736165092
ransom,0.098853539
searches,0.73931248
indicates,-0.172794659
renee,0.572607713
recruit,0.124105027
textbook,-0.609775701
beaver,-0.104158837
sixty,0.151576854
smuggling,0.175083619
pollack,0.238246778
sr,0.66464093
morgue,0.002622313
fanny,0.541650876
disability,0.826886822
digs,0.504326272
profits,-0.070730896
monitor,-0.602647844
lump,-0.059661194
float,-0.712423092
outdoor,0.155576834
krell,3.261536035
defence,-0.129156982
vietnamese,0.247277719
traitor,0.190544771
raving,-0.745645995
filter,-0.871550316
brawl,0.476430544
employer,0.773895929
putrid,-2.643759945
andrea,0.410183917
adulthood,1.304262847
retro,0.061156829
struggled,-0.652434962
unbearably,-1.010283424
humiliation,0.073285578
maniacal,0.244793842
one-note,-1.0591649
canned,-0.903546113
escapist,0.768228341
distasteful,-1.461995514
scaring,-0.228259474
tito,0.458165408
gardener,0.29685409
durante,0.291741511
fort,0.503022383
invent,-0.638638554
puri,0.930118135
foxes,0.889587053
bores,-1.164066261
nacho,-0.360797802
pouring,-0.186818105
participating,-0.464768289
granddaughter,0.21392508
re-animator,0.204244198
picnic,0.570474006
indulgent,-1.329868915
spiderman,-0.100232551
reversed,-0.167489983
spouse,0.080341835
berserk,0.018965376
erratic,-0.427981098
inherently,-0.450922732
finnish,0.715099652
renowned,0.643479288
operatic,1.010461791
remorse,0.360778686
wai,1.219262419
figuring,-0.287792142
tighter,0.385808734
katherine,0.399908798
socialist,0.060472095
marital,0.394007751
velvet,0.944697724
bouncing,-0.489041974
boarding,0.365932458
implication,-0.063990871
materials,-0.167817946
harp,0.77953448
theft,0.098518474
rosie,-0.06150636
skies,0.404355186
mia,0.192083499
tow,0.233714813
furry,-0.142173348
malta,-1.090839559
brash,0.867416944
magnolia,0.336173239
debacle,-1.914225311
monotone,-1.495340043
calvin,-0.070911772
franchot,0.688778497
puns,-0.30688405
narcissistic,-0.830907429
instrument,0.563994276
gellar,-0.393874906
edwards,0.339891362
tenants,0.104876509
donner,0.476071613
mcshane,0.497029988
elementary,-0.916485029
surrounds,0.8824053
magnificently,2.150877761
armageddon,-0.684575412
ethel,0.823455587
dam,-0.310803674
demonstration,0.405306448
digest,0.096257678
classroom,0.330143935
stupidly,-1.681856104
lighten,0.970255485
framework,0.478718101
stalk,-0.386918886
complement,1.177754107
aimlessly,-1.492499619
trips,0.030823281
morbius,2.790624539
patriarch,0.935152946
malevolent,0.440005201
abby,0.271209781
guiness,1.001682404
output,0.053594336
pitched,-0.562687501
sofia,0.325536429
backstage,0.73883501
feisty,0.85949633
signal,-0.363281058
labyrinth,1.046674044
waiter,0.464421951
stooge,0.243260918
troy,0.077716161
numbing,-1.551013274
toes,0.810649907
tilly,0.413724893
homework,-0.352005376
machinery,0.057658092
rainbow,0.642151381
janeane,-0.042339032
repellent,-1.133342178
katsu,1.712171013
canvas,0.814688358
videotape,-0.077980152
roller-coaster,1.436061166
hottest,0.451965673
pimlico,2.422775177
meyers,-0.462672457
ludicrously,-1.682522751
staircase,0.596681223
recap,-0.372142055
sheet,-0.56529898
cavemen,-1.904812696
salem,-0.015076639
dung,-2.906818489
singleton,-0.091143996
labour,0.56711356
humiliated,-0.238466346
penchant,0.082653919
stowe,0.408377719
brock,0.255115425
childlike,1.028442484
formerly,0.105144254
weir,1.542413837
corporations,0.018557257
ronny,1.194611084
inject,-0.998505634
fricker,1.571765196
organ,-0.164761559
raven,-0.058660475
heal,0.478761839
buscemi,0.704963208
successes,0.371847065
habits,0.463211606
mormons,-1.122583139
mraovich,-3.585006986
competitive,0.801995897
gripe,0.472766149
laced,0.350613017
tomato,-1.181947729
warfare,0.527430383
iris,0.878428571
carlyle,-0.035661668
deluise,-0.065838851
impulse,0.10144273
distinguish,-0.369731564
emmanuelle,0.059327571
imperial,0.749697139
hallucination,-0.048998531
imaginations,0.649801615
lorenzo,-0.135378755
diamonds,-0.07138227
residence,0.396330036
colonial,0.438527751
resembled,-0.909639421
foreground,0.387782055
silk,0.237101963
wherein,-0.114513805
bernie,0.132296323
liquor,-0.008679999
conquer,0.29483517
kibbutz,-0.484150514
schtick,-0.861151052
reverend,0.256365048
hooks,0.101151993
lambert,-0.579718777
noon,0.714477377
sweetness,1.01734064
bomber,0.151807705
coping,1.059508986
swayze,0.216243954
tracey,0.417056557
desi,-0.077974233
toll,0.862920688
disservice,-0.966118747
costuming,0.114392293
measured,1.052962022
africans,-0.235084553
no-nonsense,1.181375807
pits,-0.676974664
marvelously,1.992543267
railroad,0.685936751
newhart,0.332576222
infant,0.085147046
dunaway,0.431177882
alluring,0.742569653
endeavor,-0.256977198
muster,-1.138406269
wanda,0.382195423
exclusive,0.444629233
barn,-0.50807342
stitches,0.952631522
basics,-0.063196215
ranma,1.275856455
wires,-0.458753307
leadership,0.874832916
mendes,0.457505459
raul,-0.423419186
promotional,-0.692499356
arcs,0.494613712
prayer,-0.016455607
arena,0.28573295
ranked,-0.18395001
consistency,-0.920047607
luise,0.69202279
convicts,0.362753692
refuge,0.53490144
steiner,1.082591628
niche,0.363798388
blanks,-0.388143533
commentaries,0.977762191
careless,-0.491105983
bailey,1.122365759
shattered,0.604135569
researcher,-0.148461342
restoration,1.312875523
heroism,0.841697196
swanson,0.555706576
laugh-out-loud,0.817910336
usher,-0.584972868
moviegoers,-0.156574791
qualified,-0.418788146
wry,1.127620763
roses,0.480566029
meditation,1.12743617
lured,-0.590733089
cavalry,0.503428686
employment,0.299077821
writings,0.453826375
financially,0.250340127
restricted,0.144087323
progressively,-0.463886748
amiable,0.728563025
comet,-0.204084642
selma,0.155481558
dime,-0.977990994
quarters,-0.15648757
luc,0.516813299
jacob,1.101136785
olive,1.097710813
aimless,-1.230986307
perlman,0.263216763
zelda,0.958100995
invariably,0.066171424
dev,0.227910684
utilized,0.096929311
paine,1.811695287
confirms,-0.119640834
rejection,1.046027016
muddy,-0.622541264
awkwardly,-0.837240911
emptiness,0.090661242
shook,-0.038843248
wal-mart,-1.280956359
clubs,0.183998575
voice-overs,-0.434399717
emil,1.189129662
plotline,-0.455135912
distraught,0.476038051
separation,0.856985336
phrases,-0.217004688
dignified,0.697961521
incorporate,-0.08540393
gyllenhaal,1.446227328
worries,0.550836632
uncover,0.417580861
lilly,0.762527577
scam,-0.571155031
listener,0.550678579
vanishes,-0.105971265
whacked,-0.6687081
woeful,-2.282764859
unfaithful,0.205049775
humiliating,-0.678887761
aboriginal,1.263876062
vinnie,-0.361992202
hunger,0.550275297
sneaking,-0.306194801
accusations,0.153047652
colbert,0.889802587
muscle,0.06117759
discount,-0.882877766
outcast,0.659771248
hysteria,-0.029731552
epps,0.060776028
twenties,0.494429678
perversion,-0.459268885
lad,0.393550493
swell,0.188959839
cahill,0.423318953
thai,0.316635357
foggy,0.335187178
fiona,0.7543807
small-town,0.666311577
immoral,-0.337614395
keller,0.28261146
achilles,-0.073909928
contend,0.257740684
atop,0.244168692
chiller,0.397640462
scriptwriters,-1.268449933
mcdonald,-0.33635106
broderick,0.0506294
staggering,0.616284188
annual,0.723056651
pope,0.008670482
fathom,-0.946101453
resonance,0.561125425
flirting,-0.186040693
imagining,-0.068674503
corners,0.128595957
aptly,0.352086714
cleaner,0.076879784
rocker,-0.041647913
waqt,0.492331755
projection,0.172814594
embark,0.623855077
pimp,0.003460551
waving,-0.767572921
blended,1.263714244
coherence,-1.317541958
cruz,0.227683696
professionally,0.311717413
tng,0.092629307
orwell,0.467503793
wyoming,0.804736252
self-conscious,-0.556748774
tragically,0.438798152
graphically,0.410647531
box-office,0.092084621
enforcer,0.702410769
cent,-0.983739523
fictitious,0.199470666
quoting,0.449756031
seas,0.425035842
starlet,0.204284225
assorted,-0.153475083
demographic,-0.80347871
encouraging,0.396163495
rancid,-2.221055332
hams,-0.949173114
precision,1.419541168
shortened,0.114633883
ohio,0.568841046
ripper,0.389301771
shifting,0.346893257
tournament,0.244249143
avalanche,-0.832767782
snaps,0.473078356
bowling,0.142546266
prospect,0.045550662
cursing,-0.702339765
ax,-0.585884886
well-developed,0.972688725
well-crafted,1.294138282
pastor,0.42678129
berkowitz,-0.769129026
guidance,0.544307843
eg,-0.241307253
rory,1.104578652
recovered,-0.115477097
degrading,-1.353897557
prophetic,0.943565501
nintendo,0.213840773
astute,1.123700099
wwf,0.004558898
contrasts,1.586964821
disconnected,-1.032655707
roaming,-0.187823486
wizards,-0.056188123
myriad,0.148743092
glove,0.613033873
commentator,0.101146386
arises,0.479711873
persuade,-0.096908043
ditto,-0.545861562
lassie,0.097501792
shearer,0.859203215
arise,0.638295548
lemon,-0.478490618
cleese,-0.092537013
extension,0.449783622
aggression,0.300697609
privilege,0.988707359
scarred,0.0637242
rooted,0.671370466
resorting,0.400644204
demanded,-0.561934529
pedro,0.953267616
instrumental,1.113965464
applauded,0.813750956
suite,0.206278441
boils,-0.455215399
tribulations,1.198193948
fluffy,-0.107740345
inconsequential,-0.747611961
adept,0.606519652
component,0.378256481
winger,0.574161025
assumption,-0.640357159
goddess,0.051191544
trashed,-0.347368993
yacht,-0.289553533
poo,-2.134908891
contemplating,-0.138495157
risky,0.712843719
telegraphed,-1.404749675
backbone,0.387972338
fidelity,0.402674177
farcical,-0.654848396
hutton,0.743226892
pryor,0.117392078
trinity,-0.205521992
increased,0.38977214
ironside,-0.272392081
tempest,0.602998089
investigates,0.405321903
biological,-0.035355178
compromised,0.219932491
helicopters,-0.912638438
irreverent,0.819650983
ably,1.418046967
emerging,0.560823365
dug,0.244278468
fencing,-0.079493369
sparkle,0.102663882
andie,0.230682709
hoods,0.389568804
refusing,0.567970518
bags,-0.530963942
strangler,-0.125595318
slapping,-0.996946914
orca,-0.215408479
partition,2.33584407
telephone,0.202703275
puke,-2.175862539
cringed,-1.438524731
whoa,-0.256019135
crater,-0.616835907
wraps,0.421479213
lana,0.524017683
unwittingly,0.34640313
manson,-0.488699511
chaney,0.838833029
tissue,0.018861806
borg,1.139154939
soooo,-1.28595863
noses,-0.265461481
scum,-0.249921594
losses,0.282452235
patriotism,0.110257855
threaten,0.051408001
scarcely,-0.341285849
confederate,-0.021230176
washing,-0.449544179
sfx,-0.552595311
lyle,0.704728812
drawback,1.130702104
rumor,-0.006952139
yup,-1.03102916
action-packed,1.161492984
sydow,0.55075126
nixon,1.140197044
novice,-0.090488558
gazzara,0.570861388
hottie,-0.349819093
shoestring,-0.149983226
wolfman,-0.163434001
cheats,-0.436552493
smallville,-0.232564811
parisian,0.80457054
fling,-0.068847402
well-meaning,0.343107822
rapists,-0.920431492
bass,0.580874777
sprinkled,0.103851334
preach,0.144688489
shemp,0.778684864
mobsters,0.016937423
re-runs,0.158476427
wallet,-0.80901215
jj,0.470202131
needle,-0.289481049
respectful,0.923740282
unsatisfied,-0.403177296
keira,0.199720285
exhibits,0.297097903
amos,0.374424173
